"OBS","AGE","GENDER","CHK_ACCT","SAV_ACCT","NUM_CREDITS","DURATION","HISTORY","PRESENT_RESIDENT","EMPLOYMENT","JOB","NUM_DEPENDENTS","RENT","INSTALL_RATE","GUARANTOR","OTHER_INSTALL","OWN_RES","TELEPHONE","FOREIGN","REAL_ESTATE","TYPE","AMOUNT_REQUESTED","CREDIT_EXTENDED","NPV","IsProfitable","Predicted","MySample"
315,22,"male","0","0",1,18,"2","2","2","2",1,0,2,0,0,1,0,0,0,"3",2462,1231,-464,0,0.469762093872697,"T"
831,24,"female","1","0",1,8,"2","4","2","2",1,0,3,0,0,1,0,0,1,"3",1237,989,-430,0,0.679818994498492,"T"
414,21,"female","3","1",1,60,"2","4","3","2",1,0,2,0,0,1,1,0,1,"4",10144,8115,2159,1,0.76781673656021,"T"
663,41,"male","2","0",1,6,"2","2","2","2",1,0,2,0,0,1,1,0,1,"3",2116,1692,476,1,0.92578516926132,"T"
570,50,"male","3","2",1,6,"2","4","2","2",1,1,2,0,0,0,0,0,0,"2",1236,988,243,1,0.980426044567145,"T"
972,31,"female","1","1",2,20,"0","4","4","2",1,0,3,0,1,1,1,0,0,"2",6148,4918,809,1,0.437259460837118,"T"
546,29,"female","3","0",1,24,"2","1","1","3",1,0,4,0,0,1,1,0,0,"2",2679,1339,281,1,0.892340940086352,"T"
674,23,"male","1","0",2,24,"2","4","2","3",1,1,1,0,0,0,0,0,0,"2",11560,9248,-4648,0,0.473230162945179,"T"
574,29,"male","1","4",1,36,"1","2","1","0",1,0,3,0,1,1,0,0,0,"0",3990,3990,1326,1,0.456349411473401,"T"
705,23,"male","0","2",1,6,"2","2","0","0",1,1,1,0,0,0,1,0,0,"2",1352,811,141,1,0.887095173298142,"T"
670,29,"male","1","0",2,12,"2","3","3","2",1,0,4,1,0,1,0,1,1,"4",1103,882,123,1,0.964250357989109,"T"
832,32,"male","3","0",2,12,"4","2","2","2",1,0,4,0,0,1,0,0,0,"5",701,350,49,1,0.749660909609884,"T"
770,38,"male","3","0",1,12,"4","2","0","0",1,0,1,0,0,1,0,0,0,"1",926,740,163,1,0.943947400886251,"T"
392,28,"male","3","3",1,11,"2","2","4","2",1,0,1,0,0,1,1,0,1,"6",2142,1499,344,1,0.984069810862376,"T"
281,24,"female","0","0",2,20,"4","4","4","2",1,0,1,0,0,1,0,0,0,"3",4272,4272,1000,1,0.693395746354706,"T"
5,30,"female","3","2",1,30,"2","2","4","3",1,0,4,0,1,1,0,0,0,"4",2333,1166,235,1,0.712579970946214,"T"
964,26,"male","0","0",2,42,"3","2","3","2",2,0,3,0,1,1,1,0,0,"4",4370,3933,-1461,0,0.37034216887859,"T"
925,22,"male","3","0",1,18,"2","4","0","2",1,1,3,0,0,0,0,0,1,"4",433,346,-116,0,0.706047110162906,"T"
20,54,"male","3","3",3,24,"2","3","2","3",1,0,2,0,0,1,1,0,0,"6",4591,4131,-2912,0,0.96244388956634,"T"
183,24,"male","2","0",1,12,"2","1","2","2",1,0,3,0,0,1,0,0,0,"4",3016,2412,567,1,0.897289934950767,"T"
694,28,"male","2","0",1,9,"2","2","2","1",1,0,3,0,0,1,0,0,1,"4",745,447,-200,0,0.890930063098546,"T"
79,25,"male","1","0",2,39,"4","2","3","2",1,0,2,1,0,1,0,0,1,"4",4933,3946,-2365,0,0.834633984129163,"T"
687,27,"male","0","0",1,18,"2","1","1","2",1,0,4,0,1,1,0,0,0,"4",2389,2150,676,1,0.327887702088476,"T"
69,56,"male","3","0",1,6,"2","2","1","2",1,0,1,0,0,1,0,0,0,"5",1538,1230,364,1,0.80589758852093,"T"
473,21,"female","3","0",1,27,"2","3","2","2",1,1,3,0,0,0,0,0,1,"1",2570,1799,-1039,0,0.570897462631675,"T"
798,42,"female","1","4",2,18,"3","2","4","2",1,0,4,0,0,1,0,0,0,"6",2427,2184,485,1,0.798887221578645,"T"
296,28,"female","1","2",1,24,"2","4","1","2",1,1,3,0,0,0,0,0,0,"2",4113,2879,-1160,0,0.472026613483011,"T"
909,28,"male","0","0",2,12,"0","3","3","2",1,0,4,0,0,1,0,0,1,"0",1108,1108,-368,0,0.466330269238854,"T"
132,25,"female","3","1",1,24,"2","1","2","2",1,0,4,0,1,1,0,0,0,"3",5511,3306,723,1,0.706641651738003,"T"
42,20,"male","1","0",1,24,"2","4","4","2",1,0,4,0,0,1,1,0,0,"4",1967,1376,301,1,0.573786949877981,"T"
894,42,"male","1","0",1,60,"2","4","2","2",1,0,4,0,0,0,0,0,0,"5",6288,5659,-3994,0,0.0648459062524749,"T"
966,41,"male","1","0",1,18,"4","1","4","2",1,0,2,0,0,1,1,0,0,"3",6361,5088,1098,1,0.89231563173383,"T"
887,37,"male","3","4",2,36,"2","2","4","2",1,0,3,0,0,1,0,0,0,"6",7409,4445,671,1,0.819134763679634,"T"
397,35,"male","3","2",2,24,"2","2","4","2",1,0,3,0,1,1,1,0,0,"4",2397,1677,-538,0,0.831979495672541,"T"
264,23,"female","1","4",1,15,"2","1","1","2",1,0,4,0,0,1,0,0,0,"4",1444,1010,194,1,0.770449380855217,"T"
177,24,"female","0","0",2,18,"4","4","2","2",1,1,4,0,0,0,0,0,1,"3",2124,1486,-587,0,0.466578442945507,"T"
368,24,"male","3","2",1,6,"4","2","2","2",1,0,1,0,0,1,0,0,0,"1",2080,1872,568,1,0.936924607843673,"T"
433,36,"female","3","0",2,18,"4","3","2","2",1,0,4,0,0,1,0,0,1,"1",1028,925,153,1,0.826674751533536,"T"
139,38,"male","1","0",1,18,"2","4","0","3",1,0,3,0,0,0,1,0,0,"2",12976,6488,-3587,0,0.188819335542959,"T"
520,34,"male","1","0",2,9,"4","3","4","3",1,0,2,0,0,1,1,0,0,"5",1501,1200,-764,0,0.812198215072126,"T"
320,29,"male","3","0",1,6,"2","2","3","2",1,1,2,0,0,0,0,0,1,"4",2108,1897,606,1,0.945107930855381,"T"
115,30,"male","1","0",1,36,"2","1","1","3",1,0,4,0,0,1,1,0,0,"4",4795,3356,805,1,0.412060642010889,"T"
453,26,"female","1","0",1,18,"2","4","2","1",2,0,4,1,0,1,0,0,1,"4",1113,1113,371,1,0.687178897871645,"T"
450,39,"male","0","0",2,12,"4","2","2","1",2,1,3,0,0,0,0,1,1,"1",2122,1061,133,1,0.774061066212652,"T"
551,27,"female","3","4",1,10,"2","4","2","1",1,0,4,1,0,1,0,0,0,"1",1309,785,-396,0,0.91071587664838,"T"
396,26,"male","3","0",2,36,"2","2","0","3",1,0,4,0,0,1,1,0,0,"3",10974,6584,-2944,0,0.106445955798091,"T"
799,64,"female","3","1",1,13,"2","4","0","2",1,0,2,0,0,1,0,0,1,"4",1409,845,197,1,0.925423958564676,"T"
813,34,"male","1","0",2,12,"4","2","0","3",1,0,4,0,0,1,1,0,0,"2",1860,1302,211,1,0.673961421262082,"T"
159,49,"female","1","0",2,12,"4","3","1","1",2,0,1,0,1,1,0,0,1,"1",3124,3124,616,1,0.580478049714768,"T"
606,52,"female","1","4",1,12,"2","1","0","3",1,0,2,0,0,1,1,0,0,"4",6468,4527,-2129,0,0.86377471114726,"T"
495,46,"female","0","0",1,15,"2","1","1","2",1,1,4,1,0,0,0,0,0,"3",1845,1660,426,1,0.44423888124519,"T"
109,47,"male","3","2",1,15,"2","3","4","2",1,0,4,0,1,1,1,0,0,"4",1213,1091,261,1,0.925510084415705,"T"
519,31,"male","3","0",2,15,"4","2","2","2",1,0,4,0,0,1,0,0,0,"4",1360,1088,217,1,0.890587845889865,"T"
740,46,"male","0","0",2,36,"4","2","2","2",1,0,3,0,0,1,1,0,0,"3",2348,1408,201,1,0.617083374784207,"T"
393,30,"male","1","0",1,12,"2","4","3","2",2,1,3,0,0,0,1,0,0,"1",2002,1801,465,1,0.512600439069559,"T"
704,37,"male","2","0",1,18,"2","2","2","2",1,0,4,0,1,1,0,0,1,"4",2100,1890,-832,0,0.73986766952576,"T"
936,23,"female","0","0",1,30,"2","4","3","2",1,1,4,0,0,0,0,0,1,"3",2406,1924,-1024,0,0.372134307836705,"T"
112,23,"male","2","0",1,15,"2","4","1","2",1,1,4,0,0,0,1,0,0,"5",392,352,91,1,0.378233795080518,"T"
27,27,"male","0","0",1,12,"2","2","2","2",1,0,2,0,0,1,0,0,1,"3",1657,1491,429,1,0.621733290507441,"T"
222,50,"male","0","0",2,27,"0","4","0","2",1,0,2,0,1,1,1,0,0,"6",5293,4763,-4064,0,0.133512029672911,"T"
266,45,"female","0","0",1,24,"2","1","4","2",1,0,4,0,0,1,0,0,1,"1",2303,2072,-968,0,0.397936060506881,"T"
158,38,"female","3","0",1,30,"4","2","3","2",1,0,3,0,0,1,0,0,0,"4",5954,4167,835,1,0.9027783577191,"T"
765,26,"male","3","2",1,12,"2","2","2","2",1,0,2,0,0,1,0,0,0,"1",1386,1247,-605,0,0.802546238357808,"T"
654,75,"female","0","4",1,6,"2","3","0","3",1,0,4,0,0,1,1,0,0,"1",1374,1374,440,1,0.604612339885633,"T"
386,32,"female","0","0",2,18,"1","4","3","1",2,0,4,0,0,0,0,0,0,"1",1442,1009,-573,0,0.072885693679708,"T"
175,23,"female","1","0",1,10,"1","4","2","1",1,0,4,0,1,1,0,0,1,"4",1048,838,186,1,0.330551013650394,"T"
712,27,"male","0","4",2,10,"4","3","1","2",1,1,2,0,0,0,0,1,1,"3",2132,1492,229,1,0.964405295123605,"T"
261,34,"female","1","0",1,24,"1","4","3","1",1,0,4,0,1,0,0,0,0,"5",1837,1102,-822,0,0.101896960020216,"T"
166,37,"female","1","0",1,12,"2","2","2","1",1,0,4,0,0,1,0,0,0,"3",1922,1345,-494,0,0.466240053638769,"T"
552,37,"female","0","0",2,6,"4","3","3","2",1,0,4,0,0,1,0,1,0,"1",609,609,119,1,0.899841024223151,"T"
340,31,"male","0","0",1,6,"4","4","3","2",1,0,1,0,0,1,0,0,0,"4",1957,1369,292,1,0.950368766418124,"T"
92,34,"female","3","0",2,36,"3","4","2","2",1,0,4,0,0,1,0,0,1,"4",4454,3117,397,1,0.753152491472795,"T"
412,35,"male","0","2",1,12,"2","1","4","2",1,0,3,0,0,1,0,0,1,"4",1680,1344,349,1,0.850885163112439,"T"
99,49,"male","1","0",1,30,"4","2","3","2",1,0,2,0,0,1,0,0,0,"3",8386,8386,-3751,0,0.72729329634498,"T"
516,20,"male","0","0",1,12,"2","4","2","2",1,1,2,0,0,0,0,0,0,"3",1282,769,-302,0,0.550086734349434,"T"
128,37,"male","3","2",1,12,"4","4","3","2",1,1,3,0,0,0,1,0,0,"3",1402,1261,397,1,0.978435695201178,"T"
646,36,"male","0","0",2,11,"4","2","2","2",2,1,2,0,0,0,0,0,1,"1",3905,3514,636,1,0.392428366808899,"T"
919,33,"male","1","0",2,18,"0","4","2","2",1,0,1,0,1,1,1,0,0,"3",3244,2919,702,1,0.512299017788297,"T"
943,55,"male","0","0",3,18,"4","4","0","0",2,0,2,0,0,0,0,0,0,"0",1190,833,-394,0,0.751079239008264,"T"
805,39,"male","3","0",2,11,"4","4","2","1",1,0,1,0,0,1,0,0,0,"1",7228,6505,1165,1,0.868322979661597,"T"
192,25,"male","1","0",1,24,"4","4","1","1",1,0,2,0,1,1,0,0,0,"3",4736,4262,-1718,0,0.507135409979992,"T"
410,54,"female","1","3",1,12,"2","4","4","2",1,0,4,0,0,1,1,0,1,"1",1318,1186,348,1,0.769102169770207,"T"
85,29,"male","0","0",1,36,"2","2","3","2",1,0,4,0,0,1,0,0,0,"3",5179,4143,-2232,0,0.243112718235022,"T"
213,24,"female","3","0",1,12,"2","2","2","1",1,1,3,0,0,0,0,0,1,"3",1768,1237,300,1,0.786049100252504,"T"
302,60,"male","0","0",2,24,"4","4","4","1",1,0,4,0,0,1,0,0,0,"1",1199,959,-289,0,0.523930290773336,"T"
311,35,"male","1","0",1,9,"4","3","3","2",1,1,4,0,0,0,1,0,0,"3",1919,1535,328,1,0.861591260072892,"T"
208,51,"male","0","0",2,8,"4","4","4","3",2,0,3,0,1,0,1,0,0,"0",1164,698,87,1,0.768789268047654,"T"
957,31,"male","0","0",1,48,"2","2","2","2",1,0,3,0,0,1,1,0,0,"4",6758,4054,-1503,0,0.239122239933466,"T"
895,43,"male","3","0",1,18,"2","1","1","1",2,0,4,0,0,1,0,0,0,"3",1533,1073,-566,0,0.787967608533753,"T"
383,47,"male","0","0",2,8,"4","4","4","1",1,0,4,0,0,1,0,0,1,"1",731,438,42,1,0.625573223631334,"T"
216,24,"male","2","0",1,36,"2","1","2","2",1,0,4,0,0,1,0,0,0,"4",5848,4093,896,1,0.674195647685527,"T"
988,36,"female","3","4",2,30,"4","3","3","2",1,0,2,0,0,1,0,0,0,"4",6742,4045,459,1,0.979584104132894,"T"
259,26,"male","3","0",1,9,"2","2","2","2",1,1,4,0,0,0,0,0,1,"3",1388,1249,366,1,0.754019421951034,"T"
652,40,"male","0","0",1,6,"4","4","1","1",2,0,2,0,0,1,0,1,1,"1",1361,1224,291,1,0.889603895189763,"T"
87,27,"male","3","3",2,24,"4","2","2","2",1,0,4,0,0,1,0,0,1,"2",5804,4643,956,1,0.947959650995454,"T"
743,46,"female","3","3",2,18,"4","3","2","2",1,0,4,0,0,1,0,0,1,"4",1149,804,98,1,0.977972633081167,"T"
768,24,"male","1","1",1,72,"2","2","2","2",1,0,2,0,0,1,0,0,0,"4",5595,3916,-2321,0,0.302617567730432,"T"
906,23,"male","0","0",2,36,"4","4","1","1",1,1,4,0,0,0,1,0,0,"3",6229,3737,-1801,0,0.144867886120844,"T"
303,44,"male","1","1",1,12,"4","4","1","2",1,0,3,0,0,1,0,0,0,"2",1804,1623,407,1,0.904601829551596,"T"
937,40,"male","1","0",1,18,"2","4","3","2",1,1,2,0,0,0,0,0,1,"3",3001,2700,699,1,0.797468749559372,"T"
240,39,"male","0","0",1,36,"2","4","3","3",2,0,2,0,1,0,1,0,0,"1",3249,2599,564,1,0.334735014598594,"T"
868,64,"male","0","0",1,24,"2","4","4","1",1,1,4,0,1,0,0,0,1,"4",2384,1430,322,1,0.531774746059768,"T"
312,25,"female","3","0",2,36,"4","2","2","2",1,0,4,0,1,1,1,0,1,"1",7855,4713,-1659,0,0.340722934144813,"T"
4,36,"male","1","3",1,18,"2","3","1","2",1,0,3,0,1,1,1,0,1,"6",1913,1721,416,1,0.788463518647014,"T"
711,32,"male","1","0",1,12,"2","2","3","2",1,0,2,0,0,1,0,0,0,"1",6078,5470,1702,1,0.424762458283647,"T"
58,23,"male","0","0",1,24,"2","4","1","1",1,1,4,0,0,0,1,0,1,"3",3234,3234,-1151,0,0.203027406594425,"T"
308,41,"female","1","0",2,42,"4","1","3","1",1,0,2,0,1,1,0,0,1,"6",5954,4763,1000,1,0.861807664462773,"T"
975,33,"female","3","0",1,15,"2","2","3","2",1,0,2,0,0,1,0,0,0,"2",3029,1817,366,1,0.960421186966502,"T"
757,34,"male","3","3",1,24,"4","2","4","2",1,0,2,0,0,1,0,0,0,"4",2578,1289,196,1,0.978096999382096,"T"
829,49,"male","1","0",2,12,"2","4","2","2",1,0,4,1,0,1,1,0,1,"4",1092,764,94,1,0.843491509814784,"T"
342,40,"female","3","2",1,10,"2","2","2","1",2,1,3,0,0,0,0,1,0,"1",1597,1277,343,1,0.911250313282711,"T"
870,24,"female","3","0",2,18,"4","2","2","2",1,0,4,0,0,1,0,0,0,"4",1800,1440,233,1,0.840535148225225,"T"
626,35,"female","3","0",2,24,"4","2","2","1",1,0,4,0,0,1,0,0,1,"4",2684,1342,106,1,0.872680058738098,"T"
845,55,"male","2","4",1,12,"2","4","4","3",1,0,3,0,0,1,1,0,1,"3",1424,854,199,1,0.983658745103302,"T"
203,48,"male","0","0",2,10,"4","3","1","1",2,1,1,0,0,0,0,1,1,"1",2241,1568,258,1,0.871505296359336,"T"
122,45,"female","3","4",1,36,"2","4","4","1",1,0,2,0,0,1,1,0,1,"4",3835,2301,458,1,0.978118507420116,"T"
44,74,"male","3","0",1,5,"2","4","3","1",1,0,1,0,0,1,0,0,1,"6",3448,3103,824,1,0.991175536762924,"T"
571,35,"female","3","2",1,15,"2","4","4","2",1,0,1,0,0,0,0,0,0,"1",5324,3194,629,1,0.751501010221377,"T"
267,50,"female","3","0",2,21,"2","2","4","2",1,0,4,0,0,1,0,0,1,"3",2241,1792,343,1,0.748932510432848,"T"
734,24,"male","0","4",1,15,"2","2","2","2",1,1,4,0,0,0,0,0,0,"0",1275,637,-222,0,0.611902895869852,"T"
873,59,"male","1","0",1,48,"1","3","4","2",1,1,4,0,0,0,0,0,0,"6",6416,6416,-3914,0,0.137991248523874,"T"
100,37,"female","3","4",2,12,"4","1","1","1",2,0,2,0,0,1,0,0,0,"5",3565,2852,553,1,0.933874640617972,"T"
313,63,"male","2","0",2,10,"4","4","4","2",1,0,4,0,0,0,1,0,0,"1",781,390,31,1,0.856563264604468,"T"
134,30,"male","3","1",2,18,"4","2","2","2",1,0,4,0,0,1,0,0,1,"5",1864,1491,-1183,0,0.77552157146432,"T"
468,41,"male","3","2",1,21,"3","2","1","1",2,0,4,0,1,1,0,0,1,"6",2580,1290,-805,0,0.737628742094281,"T"
232,26,"male","2","0",1,24,"2","4","1","2",1,0,2,0,0,1,0,0,0,"3",3749,2624,612,1,0.634206887617974,"T"
310,20,"male","2","4",2,24,"4","4","4","2",1,1,4,0,0,0,0,0,0,"3",3617,2170,265,1,0.876274481057431,"T"
360,20,"male","1","0",1,24,"2","4","2","1",1,1,3,0,0,0,1,0,0,"1",2718,1630,-831,0,0.308205218495947,"T"
11,41,"male","3","1",1,24,"2","4","4","1",1,1,4,0,0,0,0,0,1,"1",1469,1322,376,1,0.720789267863322,"T"
608,34,"male","0","0",1,42,"2","3","1","2",1,0,4,0,0,1,0,0,0,"4",3965,2775,-1203,0,0.170710777343099,"T"
923,22,"male","0","0",1,24,"2","1","1","2",1,0,4,0,1,0,0,0,0,"3",3149,1889,323,1,0.147576886355258,"T"
631,24,"male","3","4",1,30,"2","4","3","1",1,1,2,0,1,0,0,0,0,"2",4811,3848,1076,1,0.972810522389538,"T"
482,46,"male","0","0",1,48,"2","4","3","2",2,0,4,0,0,0,0,0,0,"1",3931,3537,-1985,0,0.129648530396121,"T"
649,52,"female","3","0",1,12,"2","4","2","2",1,0,2,0,0,1,1,0,0,"4",3077,2769,674,1,0.953041682328185,"T"
256,34,"male","0","0",2,48,"2","1","3","2",1,0,1,1,0,1,1,0,1,"4",6999,4899,-1881,0,0.833965467882573,"T"
265,40,"female","3","1",1,15,"2","2","2","3",1,0,3,0,0,1,1,0,0,"5",4623,2773,-2096,0,0.70218831454529,"T"
54,32,"male","1","0",2,36,"2","1","3","2",2,0,3,0,0,1,0,0,0,"5",2273,1818,350,1,0.449409559583864,"T"
146,29,"female","3","0",1,6,"2","1","2","2",1,0,3,0,0,1,0,0,1,"4",518,466,135,1,0.962036513276626,"T"
524,30,"male","0","0",1,24,"2","2","0","3",2,0,4,0,1,1,0,0,0,"4",1823,1093,-648,0,0.106849283478448,"T"
911,35,"male","1","2",1,14,"2","2","4","2",1,0,1,0,0,1,1,0,1,"6",1410,846,144,1,0.914058728567064,"T"
236,38,"male","3","4",1,18,"4","4","0","3",1,0,2,0,0,1,1,0,0,"2",3229,3229,1119,1,0.988770991732331,"T"
328,28,"male","1","0",2,48,"2","4","3","2",1,0,4,0,0,1,0,0,1,"4",3060,1836,-836,0,0.491016767671106,"T"
215,27,"female","0","0",1,27,"2","2","2","3",1,0,3,0,0,1,0,0,0,"4",3416,3074,922,1,0.371637239093034,"T"
6,29,"female","1","4",1,24,"3","2","1","1",1,0,4,0,1,1,0,0,0,"3",2333,1866,480,1,0.481697111621043,"T"
481,24,"female","1","4",1,12,"2","2","0","0",1,1,1,0,0,0,0,0,1,"1",7472,5230,1339,1,0.553773004209984,"T"
555,43,"male","0","0",2,24,"3","2","0","2",2,0,4,0,0,0,0,0,1,"1",1333,799,-474,0,0.0607658542701296,"T"
515,30,"female","1","1",1,48,"1","2","3","2",1,0,4,0,0,1,0,0,0,"6",3566,2139,481,1,0.203724386054701,"T"
250,27,"male","3","1",2,6,"4","1","2","2",1,0,1,0,0,1,0,0,0,"4",1237,1113,195,1,0.991106417491756,"T"
579,35,"female","1","3",1,18,"2","2","2","1",1,0,4,0,0,1,1,0,0,"6",1941,1358,359,1,0.771169964495738,"T"
258,26,"female","3","4",1,24,"2","4","0","3",1,1,2,0,0,0,1,0,0,"2",5433,4889,1312,1,0.913250274951965,"T"
869,35,"male","3","1",1,9,"2","4","4","2",1,0,3,0,0,1,1,0,0,"4",2753,2202,503,1,0.942602998740444,"T"
446,31,"male","0","0",1,24,"2","3","3","2",1,0,2,0,0,1,1,0,0,"1",4817,2890,-1679,0,0.492076946572321,"T"
288,26,"female","0","1",2,24,"4","1","3","2",1,0,4,0,0,1,1,0,1,"6",1382,967,141,1,0.905323989844681,"T"
744,37,"female","3","3",2,24,"4","4","4","2",1,0,4,0,0,1,1,0,1,"1",1287,1158,280,1,0.927042964214586,"T"
567,27,"female","3","0",2,24,"4","2","0","3",1,0,4,0,1,1,1,0,0,"0",6314,5682,1096,1,0.401588800917459,"T"
593,46,"female","0","0",2,12,"1","2","1","2",1,0,4,0,1,1,1,0,0,"1",697,348,-173,0,0.0384709975366812,"T"
847,26,"male","3","0",2,33,"3","2","2","2",1,0,2,0,0,1,1,0,0,"6",2764,1658,189,1,0.884369164878355,"T"
806,23,"male","2","0",1,18,"2","2","4","3",1,0,3,0,0,1,0,0,0,"1",1961,1961,659,1,0.564363004683462,"T"
605,39,"male","3","2",1,36,"2","4","4","2",1,0,4,0,0,1,0,0,0,"4",2299,2069,597,1,0.836982162548138,"T"
205,44,"male","1","0",1,18,"3","4","2","1",2,0,2,0,0,1,1,0,1,"0",6204,4963,1229,1,0.805995590092721,"T"
243,47,"female","1","0",2,12,"4","3","3","1",2,0,2,0,0,1,0,0,1,"1",958,670,105,1,0.86910141678065,"T"
780,22,"male","3","0",2,12,"4","4","1","1",1,1,2,0,0,0,0,0,0,"3",1258,1006,204,1,0.863938827306164,"T"
946,32,"male","3","0",1,18,"2","2","1","2",1,0,3,0,0,1,1,0,0,"4",4594,2756,556,1,0.689165879946962,"T"
399,26,"male","0","0",1,36,"2","2","2","2",2,0,2,0,0,1,0,0,0,"2",8229,6583,-2272,0,0.34715952777059,"T"
55,23,"female","1","0",1,12,"2","1","1","2",1,1,1,0,0,0,0,0,1,"4",1534,920,-415,0,0.772656607010149,"T"
182,28,"female","1","0",1,6,"2","3","3","1",1,0,3,1,1,1,0,0,1,"4",484,338,71,1,0.897997606297873,"T"
581,24,"male","0","0",1,36,"2","1","3","2",1,0,2,0,0,1,1,0,0,"1",9271,6489,-3149,0,0.332123607449633,"T"
61,45,"female","1","0",1,7,"2","1","1","2",1,0,1,1,0,1,0,0,1,"4",2329,1397,277,1,0.916297028275779,"T"
348,36,"female","3","4",1,6,"2","4","0","3",2,0,4,0,0,1,1,0,0,"0",1238,742,137,1,0.892251210328976,"T"
635,23,"male","1","0",2,13,"4","4","1","2",1,0,4,1,0,1,0,0,1,"4",882,441,60,1,0.727118808526746,"T"
921,55,"female","3","3",1,12,"2","2","3","2",1,0,3,0,0,1,0,1,0,"2",1413,1271,384,1,0.99781006062632,"T"
662,27,"female","1","4",1,60,"3","2","2","3",1,0,2,0,0,0,0,0,0,"4",9157,9157,2992,1,0.466870525895347,"T"
137,37,"male","2","4",1,12,"2","3","4","3",1,0,2,0,0,1,0,0,0,"4",3399,2039,493,1,0.975071623676873,"T"
325,27,"male","3","0",2,12,"4","2","2","2",1,0,3,0,0,1,0,0,1,"6",1185,592,73,1,0.942632022259922,"T"
592,32,"female","1","0",1,48,"0","2","2","3",1,0,1,0,1,1,1,1,0,"0",18424,12896,-6960,0,0.184859134400538,"T"
362,22,"female","0","0",1,24,"1","4","2","2",1,1,1,1,1,0,0,1,0,"2",3632,2179,392,1,0.828273293579081,"T"
66,50,"male","0","0",1,48,"2","1","3","3",1,0,4,0,0,0,1,0,0,"5",7476,5980,1585,1,0.219099503085999,"T"
101,22,"male","1","0",1,48,"2","2","2","2",1,0,2,0,0,1,0,0,1,"4",5951,5355,-3080,0,0.393483396706834,"T"
901,28,"male","1","0",2,30,"4","2","0","3",1,0,4,0,0,1,0,0,0,"1",5234,4187,-1605,0,0.0748053499685351,"T"
245,29,"male","1","0",2,20,"3","3","2","2",1,0,2,0,1,1,1,0,0,"0",2629,1577,258,1,0.747156713423839,"T"
206,25,"male","3","0",1,12,"2","2","2","2",1,0,3,0,0,1,0,0,0,"4",1262,1009,275,1,0.865966178144331,"T"
600,31,"male","3","0",1,12,"2","4","3","1",1,0,3,0,0,1,0,0,1,"3",1736,1388,339,1,0.944167828894789,"T"
974,26,"male","1","1",2,30,"0","4","2","1",1,1,4,0,0,0,0,0,0,"6",4280,2568,-1974,0,0.188333691707672,"T"
627,36,"male","3","4",2,36,"4","4","4","2",1,0,4,0,0,1,0,0,1,"6",6304,4412,681,1,0.939829128287541,"T"
431,44,"female","3","2",1,48,"4","2","2","2",1,0,2,0,1,0,0,0,0,"1",10127,6076,-2454,0,0.38894758875597,"T"
380,51,"male","2","0",1,24,"2","4","4","2",1,0,3,0,0,0,0,0,0,"3",2892,2313,589,1,0.772513180448678,"T"
411,26,"male","3","4",1,12,"2","4","1","2",1,1,2,0,0,0,1,0,0,"2",2445,2445,654,1,0.97279298035693,"T"
153,24,"male","0","0",1,18,"2","2","2","2",1,0,2,0,0,1,0,0,1,"4",3190,1914,-1031,0,0.586887700212379,"T"
17,36,"female","3","1",1,24,"4","4","4","2",2,0,3,0,0,1,1,0,1,"4",2872,2584,744,1,0.962844233076385,"T"
190,46,"male","3","0",2,15,"4","4","4","2",1,0,4,0,0,1,1,0,0,"4",1829,1829,464,1,0.951372989951726,"T"
708,51,"male","1","0",1,11,"3","4","3","2",1,0,2,0,0,1,0,0,0,"4",4771,3816,864,1,0.902815619192529,"T"
478,66,"female","2","2",3,12,"4","4","0","0",1,0,2,0,1,0,0,0,0,"1",1480,1036,62,1,0.85676095396342,"T"
680,51,"female","0","4",1,18,"2","4","4","2",2,0,1,0,0,0,1,0,0,"2",7511,5257,-1602,0,0.900185710463238,"T"
699,33,"male","2","0",2,42,"0","1","1","2",1,0,2,0,0,1,0,0,0,"6",6289,3144,258,1,0.423430619938013,"T"
621,43,"female","3","0",3,12,"4","4","4","2",1,0,4,0,0,1,1,0,1,"3",1935,1548,124,1,0.921750772660251,"T"
586,33,"male","3","1",1,24,"2","3","1","2",1,0,4,0,0,1,1,0,1,"1",1474,737,154,1,0.643908869707371,"T"
954,45,"female","2","0",1,18,"2","1","1","1",1,0,1,0,1,1,0,0,0,"3",3049,3049,902,1,0.860683385780698,"T"
276,23,"female","1","1",1,12,"2","4","3","1",1,1,2,0,0,0,0,0,1,"6",841,841,249,1,0.88606232457944,"T"
766,37,"male","3","4",1,48,"2","3","3","2",1,0,4,0,1,1,1,0,0,"4",10222,9199,2951,1,0.828355458033277,"T"
558,24,"male","3","0",2,15,"4","3","3","2",1,0,2,0,1,1,0,0,0,"3",2788,2230,401,1,0.949810365118923,"T"
454,25,"female","3","4",2,24,"2","2","1","2",1,0,4,0,0,1,0,0,0,"4",3105,3105,708,1,0.705166708599153,"T"
563,35,"female","3","4",1,15,"2","2","4","2",1,0,4,0,0,1,0,0,0,"4",1979,1781,445,1,0.927925047043411,"T"
283,41,"male","0","0",1,36,"2","2","4","2",2,0,2,0,1,1,0,0,0,"3",2712,1627,-603,0,0.338028352468864,"T"
353,23,"female","3","1",1,24,"2","4","3","2",1,0,3,0,0,1,0,0,0,"2",3488,1744,359,1,0.947894701188695,"T"
