"OBS","AGE","GENDER","CHK_ACCT","SAV_ACCT","NUM_CREDITS","DURATION","HISTORY","PRESENT_RESIDENT","EMPLOYMENT","JOB","NUM_DEPENDENTS","RENT","INSTALL_RATE","GUARANTOR","OTHER_INSTALL","OWN_RES","TELEPHONE","FOREIGN","REAL_ESTATE","TYPE","AMOUNT_REQUESTED","CREDIT_EXTENDED","NPV","IsProfitable"
497,22,"female","1","0",1,6,"2","1","1","1",1,0,3,0,0,1,0,0,0,"0",454,363,81,1
498,33,"male","3","0",1,30,"4","2","2","2",1,0,4,0,0,1,1,0,0,"4",2831,2264,535,1
499,30,"female","3","0",2,24,"4","2","3","1",1,0,2,0,0,1,0,0,0,"3",2028,1419,217,1
500,50,"female","3","4",1,12,"2","3","4","2",1,0,4,0,0,1,1,0,0,"1",2390,2151,652,1
501,35,"male","3","4",1,36,"2","4","2","1",2,0,2,0,0,0,1,0,0,"5",9055,5433,1032,1
502,32,"male","0","1",1,24,"2","2","2","1",1,0,4,0,0,1,0,0,0,"4",1282,769,-352,0
503,36,"female","0","0",1,6,"2","2","2","1",1,0,1,0,1,1,1,0,1,"3",1374,961,251,1
504,25,"male","1","0",2,45,"4","2","1","1",1,0,4,0,0,1,0,0,0,"4",4746,3322,-1100,0
505,35,"male","3","0",2,11,"4","4","1","3",1,0,4,0,0,1,0,0,0,"1",1393,835,93,1
506,26,"female","3","4",1,6,"1","2","2","1",2,0,1,1,1,1,0,0,1,"1",783,626,163,1
507,48,"female","3","4",4,27,"2","4","4","2",2,0,4,0,0,1,1,0,0,"0",5190,5190,424,1
508,66,"female","0","0",2,12,"4","4","4","3",1,0,4,0,0,0,0,0,0,"2",1526,1526,318,1
509,29,"male","3","0",2,12,"4","2","2","3",1,0,4,1,0,1,1,0,1,"6",1412,988,181,1
510,58,"female","1","0",1,54,"0","4","1","2",1,1,3,0,0,0,1,0,0,"6",15945,7972,-6114,0
511,39,"male","1","0",2,24,"4","3","2","3",2,0,2,0,0,1,1,0,0,"0",11938,8356,-3313,0
512,47,"female","3","4",1,48,"4","1","4","2",1,0,4,0,0,1,1,0,1,"4",3578,2862,720,1
513,30,"male","0","0",2,12,"4","2","2","2",1,0,4,0,0,1,0,0,0,"1",2121,1908,349,1
514,38,"female","3","4",2,12,"4","2","4","2",1,0,4,0,0,1,1,0,1,"4",1240,868,130,1
515,30,"female","1","1",1,48,"1","2","3","2",1,0,4,0,0,1,0,0,0,"6",3566,2139,481,1
516,20,"male","0","0",1,12,"2","4","2","2",1,1,2,0,0,0,0,0,0,"3",1282,769,-302,0
517,32,"female","3","2",1,6,"2","2","2","2",1,0,1,0,0,1,1,0,0,"3",2978,2978,996,1
518,53,"female","3","4",1,30,"1","1","0","3",1,0,4,0,1,1,1,0,1,"2",7485,5988,-2232,0
519,31,"male","3","0",2,15,"4","2","2","2",1,0,4,0,0,1,0,0,0,"4",1360,1088,217,1
520,34,"male","1","0",2,9,"4","3","4","3",1,0,2,0,0,1,1,0,0,"5",1501,1200,-764,0
521,38,"male","0","0",3,30,"4","4","4","3",2,0,3,0,0,0,1,0,0,"2",10623,6373,373,1
522,39,"female","1","4",2,6,"4","3","3","1",1,0,1,0,0,1,0,0,0,"0",932,652,78,1
523,27,"male","3","0",2,36,"0","2","2","2",1,0,4,0,0,1,0,0,0,"0",2613,2613,673,1
524,30,"male","0","0",1,24,"2","2","0","3",2,0,4,0,1,1,0,0,0,"4",1823,1093,-648,0
525,25,"male","3","0",1,24,"2","1","3","2",1,0,4,0,0,1,1,0,1,"6",1258,754,178,1
526,27,"female","1","4",1,60,"3","1","2","1",1,0,1,0,0,1,0,0,1,"4",7418,5192,1304,1
527,37,"male","1","0",1,15,"2","3","4","2",2,0,4,0,0,1,0,0,0,"4",802,561,-263,0
528,32,"male","3","0",1,9,"2","2","2","2",2,0,1,0,0,1,0,0,1,"4",2697,1887,390,1
529,35,"male","0","0",1,47,"2","1","1","1",1,0,1,0,0,1,1,0,1,"1",10722,9649,2569,1
530,26,"female","1","0",1,48,"2","2","1","2",1,0,1,0,0,1,1,0,0,"3",9960,7968,-2393,0
531,33,"male","3","3",1,6,"2","2","2","2",1,0,4,0,0,1,0,0,1,"3",1543,1234,341,1
532,31,"female","0","0",1,36,"1","4","4","2",1,0,4,0,1,1,0,0,0,"3",2746,2196,-989,0
533,39,"male","0","0",2,8,"4","4","3","1",1,0,1,0,0,1,0,1,1,"1",3398,3398,819,1
534,44,"male","0","0",1,6,"4","4","2","3",1,1,1,0,0,0,1,0,1,"3",3384,3384,-1846,0
535,43,"female","3","0",1,15,"4","2","2","1",1,0,4,0,0,1,0,0,0,"4",1459,1021,258,1
536,23,"male","1","0",1,24,"2","2","1","1",1,0,4,0,1,1,0,0,1,"1",1246,1121,-569,0
537,36,"female","3","0",1,12,"2","4","3","2",1,0,2,0,0,1,1,0,0,"6",1542,925,163,1
538,37,"male","0","0",1,48,"1","4","3","2",1,1,2,1,0,0,0,0,0,"6",7685,4611,-3379,0
539,25,"female","3","0",2,18,"4","1","2","2",1,0,2,0,0,1,0,0,0,"4",2238,1342,149,1
540,32,"female","1","1",1,39,"3","3","3","2",1,1,2,0,0,0,1,0,0,"5",11760,7056,1248,1
541,22,"male","1","0",1,24,"2","1","1","2",1,0,1,0,0,1,1,0,0,"4",2039,1631,-926,0
542,35,"male","3","0",2,36,"4","2","4","2",2,0,2,0,0,1,1,0,0,"2",5842,4089,666,1
543,21,"male","1","0",1,18,"2","3","2","2",1,1,1,0,0,0,1,0,0,"2",2779,1667,394,1
544,25,"male","1","4",1,12,"2","1","2","2",1,0,2,0,0,1,1,0,1,"4",1484,890,-456,0
545,41,"male","3","4",2,9,"4","4","4","1",1,1,4,0,0,0,0,0,0,"5",1244,995,138,1
546,29,"female","3","0",1,24,"2","1","1","3",1,0,4,0,0,1,1,0,0,"2",2679,1339,281,1
547,63,"male","0","0",1,24,"2","4","2","2",2,0,3,1,1,1,1,0,0,"2",2924,2046,488,1
548,26,"male","0","0",1,18,"0","4","1","2",1,1,1,0,0,0,0,0,0,"3",3114,2802,-1133,0
549,47,"female","1","0",1,6,"3","4","0","3",1,0,4,0,0,1,1,0,0,"1",1209,967,-475,0
550,20,"male","0","4",1,24,"2","4","2","2",1,0,2,0,0,1,0,0,0,"3",2996,2696,-1242,0
551,27,"female","3","4",1,10,"2","4","2","1",1,0,4,1,0,1,0,0,0,"1",1309,785,-396,0
552,37,"female","0","0",2,6,"4","3","3","2",1,0,4,0,0,1,0,1,0,"1",609,609,119,1
553,30,"male","1","0",2,26,"2","3","1","2",1,0,2,0,0,1,0,0,0,"2",7966,4779,456,1
554,33,"male","2","0",1,21,"4","1","1","2",1,1,2,0,0,0,0,0,0,"5",2319,1159,-874,0
555,43,"male","0","0",2,24,"3","2","0","2",2,0,4,0,0,0,0,0,1,"1",1333,799,-474,0
556,22,"male","1","0",1,12,"2","1","1","2",1,0,2,0,1,1,0,0,0,"4",1331,798,-277,0
557,23,"female","1","1",2,24,"3","2","3","2",1,1,3,0,0,0,1,0,0,"4",1553,1242,193,1
558,24,"male","3","0",2,15,"4","3","3","2",1,0,2,0,1,1,0,0,0,"3",2788,2230,401,1
559,20,"male","0","0",1,18,"2","4","2","2",1,1,1,0,1,0,0,0,1,"3",2039,1223,-517,0
560,32,"male","1","1",1,6,"1","1","1","1",1,0,1,0,1,1,0,0,0,"1",931,744,-441,0
561,22,"male","0","2",1,24,"1","4","2","2",1,0,4,0,1,1,1,0,1,"3",2828,1696,334,1
562,48,"male","1","4",1,48,"0","2","2","3",1,0,2,0,1,1,1,0,0,"6",12204,12204,3488,1
563,35,"female","3","4",1,15,"2","2","4","2",1,0,4,0,0,1,0,0,0,"4",1979,1781,445,1
564,47,"female","3","0",3,12,"2","4","4","2",2,0,4,0,1,1,1,0,0,"5",1393,1393,210,1
565,27,"male","3","4",2,36,"3","4","1","2",1,1,4,0,0,0,1,0,0,"6",7980,5586,-3503,0
566,22,"male","0","0",1,14,"2","4","0","2",1,0,1,0,0,0,0,0,0,"1",3973,2781,536,1
567,27,"female","3","0",2,24,"4","2","0","3",1,0,4,0,1,1,1,0,0,"0",6314,5682,1096,1
568,26,"male","3","0",1,30,"4","4","3","3",1,1,4,0,0,0,1,0,0,"4",4530,2718,593,1
569,34,"female","3","4",1,60,"2","4","2","2",2,0,4,0,0,0,1,0,0,"1",6527,6527,2161,1
570,50,"male","3","2",1,6,"2","4","2","2",1,1,2,0,0,0,0,0,0,"2",1236,988,243,1
571,35,"female","3","2",1,15,"2","4","4","2",1,0,1,0,0,0,0,0,0,"1",5324,3194,629,1
572,63,"male","3","4",2,30,"4","4","4","2",1,0,1,0,0,1,0,0,0,"2",7596,4557,658,1
573,41,"male","3","3",2,6,"4","2","2","1",1,0,2,0,1,1,0,0,1,"1",250,150,22,1
574,29,"male","1","4",1,36,"1","2","1","0",1,0,3,0,1,1,0,0,0,"0",3990,3990,1326,1
575,28,"male","0","0",2,13,"4","1","1","1",1,0,3,0,1,1,0,0,0,"6",1797,898,115,1
576,32,"female","0","4",1,24,"2","4","3","2",1,1,4,0,0,0,0,0,0,"1",1285,1156,-424,0
577,40,"male","1","0",2,12,"2","3","4","1",1,0,3,1,1,1,0,0,1,"4",1155,1039,187,1
578,25,"male","0","4",1,24,"2","4","2","2",1,1,4,0,0,0,0,0,1,"1",1371,1096,-388,0
579,35,"female","1","3",1,18,"2","2","2","1",1,0,4,0,0,1,1,0,0,"6",1941,1358,359,1
580,22,"female","3","1",1,9,"2","4","1","2",1,1,2,0,0,0,0,0,0,"3",2301,2301,722,1
581,24,"male","0","0",1,36,"2","1","3","2",1,0,2,0,0,1,1,0,0,"1",9271,6489,-3149,0
582,54,"female","1","0",1,36,"3","2","2","2",1,1,2,0,0,0,0,0,0,"1",7432,4459,801,1
583,30,"male","0","0",2,21,"4","3","4","2",1,0,4,0,0,1,1,0,0,"1",1602,961,124,1
584,48,"male","0","0",2,12,"0","4","2","2",1,0,4,0,1,1,0,0,0,"1",1082,757,-337,0
585,35,"female","1","4",1,21,"2","3","3","2",1,0,2,0,0,1,1,0,0,"3",3976,3976,1113,1
586,33,"male","3","1",1,24,"2","3","1","2",1,0,4,0,0,1,1,0,1,"1",1474,737,154,1
587,20,"female","3","2",1,15,"2","4","2","2",1,1,2,0,0,0,0,0,0,"3",2221,1554,400,1
588,40,"male","1","3",2,11,"4","4","2","2",1,0,4,0,0,1,0,0,0,"1",1322,1322,345,1
589,53,"male","0","0",1,12,"2","4","1","2",1,0,4,0,0,1,0,0,0,"5",795,477,-413,0
590,31,"female","3","4",1,36,"3","2","3","3",2,0,3,0,1,1,1,0,0,"2",8947,6262,1377,1
591,20,"male","0","0",1,12,"2","2","2","3",2,1,2,0,0,0,1,0,1,"4",1107,885,208,1
592,32,"female","1","0",1,48,"0","2","2","3",1,0,1,0,1,1,1,1,0,"0",18424,12896,-6960,0
593,46,"female","0","0",2,12,"1","2","1","2",1,0,4,0,1,1,1,0,0,"1",697,348,-173,0
594,30,"female","1","1",2,30,"3","3","1","3",1,0,4,0,1,1,0,0,0,"4",1919,1535,-892,0
595,30,"male","1","2",2,48,"0","1","1","2",1,0,1,0,0,1,0,0,0,"1",8358,7522,1804,1
596,57,"male","0","3",2,24,"4","4","4","3",1,1,4,0,0,0,1,0,0,"4",1231,738,76,1
597,26,"male","1","4",1,30,"2","1","2","2",1,0,4,0,0,1,0,0,0,"4",1715,1029,240,1
598,57,"female","2","2",1,24,"2","3","2","1",1,0,3,0,0,1,0,0,0,"4",1258,1006,250,1
599,25,"male","0","0",2,15,"4","3","2","2",1,1,4,0,0,0,0,0,0,"3",1433,859,128,1
600,31,"male","3","0",1,12,"2","4","3","1",1,0,3,0,0,1,0,0,1,"3",1736,1388,339,1
601,53,"male","3","2",1,24,"2","4","4","2",1,0,3,0,0,1,0,0,0,"3",2835,1984,411,1
602,53,"female","3","4",2,24,"4","4","4","2",1,0,4,0,0,1,0,0,0,"4",2424,1212,151,1
603,39,"male","3","0",1,6,"0","4","4","1",1,0,4,0,0,1,0,0,0,"4",426,383,117,1
604,31,"male","3","0",1,48,"4","3","2","2",1,0,1,0,1,0,1,0,0,"5",6110,4888,1392,1
605,39,"male","3","2",1,36,"2","4","4","2",1,0,4,0,0,1,0,0,0,"4",2299,2069,597,1
606,52,"female","1","4",1,12,"2","1","0","3",1,0,2,0,0,1,1,0,0,"4",6468,4527,-2129,0
607,29,"male","3","0",1,12,"2","2","1","2",1,0,2,0,1,1,0,0,0,"4",2171,1953,592,1
608,34,"male","0","0",1,42,"2","3","1","2",1,0,4,0,0,1,0,0,0,"4",3965,2775,-1203,0
609,27,"male","1","0",2,18,"4","1","1","2",1,0,4,0,0,1,0,0,0,"3",1295,777,82,1
610,61,"female","3","4",1,12,"4","2","3","2",1,0,4,0,0,1,0,0,0,"5",2012,1207,215,1
611,39,"male","3","0",2,18,"1","4","4","3",2,0,2,0,1,1,1,0,0,"1",6458,6458,-2804,0
612,30,"female","0","4",1,42,"2","3","3","3",1,0,4,0,0,1,1,0,0,"4",7174,5739,-3167,0
613,40,"female","0","0",1,12,"2","2","2","1",1,0,4,0,0,1,0,0,1,"4",701,420,93,1
614,27,"female","3","3",2,27,"3","2","2","2",1,0,2,0,0,1,0,0,0,"2",8613,7751,1442,1
615,39,"male","0","0",2,6,"4","4","4","2",1,0,1,0,0,1,1,0,0,"1",860,688,111,1
616,48,"male","0","1",2,9,"4","4","4","2",2,0,3,1,0,1,0,1,1,"0",1288,1159,252,1
617,33,"female","0","0",1,18,"2","2","0","2",1,0,4,0,0,1,0,0,0,"3",1131,678,-313,0
618,42,"male","0","0",1,12,"2","1","2","2",1,0,2,0,0,1,0,0,0,"3",2577,2061,502,1
619,74,"male","1","0",1,9,"1","4","4","3",2,0,2,0,1,0,1,0,0,"2",5129,3077,-1488,0
620,28,"male","3","0",2,6,"4","1","2","2",1,0,1,0,0,1,1,0,0,"4",1382,1243,237,1
621,43,"female","3","0",3,12,"4","4","4","2",1,0,4,0,0,1,1,0,1,"3",1935,1548,124,1
622,31,"male","0","0",1,18,"0","1","3","2",1,0,3,0,1,1,1,0,0,"6",3104,2483,724,1
623,27,"female","1","3",2,48,"2","2","3","2",1,0,1,0,1,1,1,0,0,"4",10961,7672,-3241,0
624,23,"female","1","4",1,6,"2","2","0","0",1,0,1,0,0,1,1,0,0,"1",14555,11644,-5406,0
625,52,"male","3","0",3,12,"4","4","4","2",1,0,4,0,0,1,0,0,1,"4",717,573,79,1
626,35,"female","3","0",2,24,"4","2","2","1",1,0,4,0,0,1,0,0,1,"4",2684,1342,106,1
627,36,"male","3","4",2,36,"4","4","4","2",1,0,4,0,0,1,0,0,1,"6",6304,4412,681,1
628,26,"male","3","0",2,18,"4","2","2","2",1,0,2,0,0,1,0,0,0,"4",2404,1923,380,1
629,26,"female","0","0",1,48,"2","3","3","2",2,0,4,0,0,1,0,0,0,"2",4788,2394,472,1
630,20,"male","3","4",1,12,"2","4","1","2",1,1,1,0,0,0,0,0,0,"2",4675,2805,673,1
631,24,"male","3","4",1,30,"2","4","3","1",1,1,2,0,1,0,0,0,0,"2",4811,3848,1076,1
632,38,"male","0","0",1,12,"2","3","2","1",2,0,2,1,0,1,0,0,0,"3",708,708,242,1
633,49,"male","3","4",1,12,"4","4","4","2",1,1,2,0,0,0,1,0,0,"3",5801,3480,747,1
634,23,"female","1","0",1,13,"2","4","1","1",1,0,2,1,0,1,0,0,0,"4",2101,2101,688,1
635,23,"male","1","0",2,13,"4","4","1","2",1,0,4,1,0,1,0,0,1,"4",882,441,60,1
636,49,"male","3","4",1,12,"4","4","4","2",1,0,1,0,0,1,1,0,1,"4",2331,1165,228,1
637,27,"male","3","0",2,18,"4","1","3","2",1,0,3,0,0,1,0,0,0,"2",3850,2695,324,1
638,34,"female","3","0",2,18,"3","3","0","2",1,0,2,0,0,1,0,0,1,"4",2320,2088,348,1
639,21,"male","3","4",1,18,"2","2","1","2",1,1,4,0,0,0,1,0,1,"4",1126,675,120,1
640,55,"female","0","0",1,12,"2","4","0","3",1,0,3,0,0,0,0,0,0,"3",2578,1546,318,1
641,43,"male","3","4",2,24,"4","4","3","2",2,0,4,0,0,1,1,0,0,"2",2197,1098,139,1
642,33,"female","0","0",1,12,"2","1","1","1",2,0,4,0,0,1,0,0,1,"1",2579,2321,-1291,0
643,29,"male","3","0",2,28,"4","2","4","2",1,0,4,0,0,1,0,0,0,"4",2743,2194,392,1
644,23,"female","3","2",1,6,"2","4","3","1",1,1,2,0,0,0,0,0,1,"0",660,660,200,1
645,34,"male","0","0",1,36,"2","4","1","2",1,0,4,0,0,1,1,0,0,"1",1842,1289,-599,0
646,36,"male","0","0",2,11,"4","2","2","2",2,1,2,0,0,0,0,0,1,"1",3905,3514,636,1
647,29,"male","0","0",1,24,"3","2","1","1",1,1,4,0,0,0,1,0,0,"4",1659,1493,-819,0
648,24,"male","3","2",1,39,"2","4","2","2",1,0,4,0,0,1,0,0,0,"2",2569,2312,557,1
649,52,"female","3","0",1,12,"2","4","2","2",1,0,2,0,0,1,1,0,0,"4",3077,2769,674,1
650,29,"female","1","1",1,36,"2","1","1","3",1,1,4,0,0,0,1,0,0,"3",9034,7227,-3545,0
651,36,"female","2","2",1,15,"4","2","2","2",1,0,2,0,0,1,1,0,0,"2",2360,1652,329,1
652,40,"male","0","0",1,6,"4","4","1","1",2,0,2,0,0,1,0,1,1,"1",1361,1224,291,1
653,31,"male","3","1",1,15,"4","3","2","2",1,0,4,0,0,1,0,0,0,"5",1532,766,126,1
654,75,"female","0","4",1,6,"2","3","0","3",1,0,4,0,0,1,1,0,0,"1",1374,1374,440,1
655,37,"male","3","0",1,24,"4","4","2","2",1,0,4,0,0,1,1,0,0,"1",2022,1617,446,1
656,28,"male","1","1",2,18,"0","3","1","2",1,0,3,0,0,1,0,0,0,"1",2278,1822,-868,0
657,36,"male","0","0",1,12,"2","3","3","2",1,0,2,0,0,1,0,0,0,"1",1372,1234,-428,0
658,27,"female","1","0",1,12,"2","1","3","2",1,0,2,0,0,1,0,0,1,"4",2930,2051,492,1
659,36,"male","0","0",2,9,"4","2","2","2",2,1,2,0,0,0,0,0,1,"1",2799,1399,150,1
660,23,"male","0","0",2,24,"2","4","3","2",1,1,4,0,0,0,0,0,0,"1",1442,1009,-595,0
661,74,"male","3","0",1,24,"4","2","2","3",1,0,3,0,0,1,1,0,1,"6",4526,2263,336,1
662,27,"female","1","4",1,60,"3","2","2","3",1,0,2,0,0,0,0,0,0,"4",9157,9157,2992,1
663,41,"male","2","0",1,6,"2","2","2","2",1,0,2,0,0,1,1,0,1,"3",2116,1692,476,1
664,28,"female","3","2",1,24,"2","1","3","2",1,0,4,0,0,1,0,0,0,"4",1376,963,239,1
665,32,"male","0","0",2,30,"0","2","2","2",1,0,2,1,0,1,0,0,1,"3",4583,3208,534,1
666,41,"male","1","0",1,12,"2","4","4","1",2,0,4,0,1,1,0,0,0,"1",888,799,-311,0
667,34,"male","1","3",1,30,"1","2","2","2",2,0,4,0,1,1,1,0,0,"3",3496,2796,692,1
668,33,"male","3","0",1,24,"4","4","4","2",1,0,4,0,0,1,1,0,0,"3",5150,3605,876,1
669,27,"female","2","4",2,10,"4","2","3","2",1,0,4,0,0,1,1,0,0,"4",1347,942,173,1
670,29,"male","1","0",2,12,"2","3","3","2",1,0,4,1,0,1,0,1,1,"4",1103,882,123,1
671,24,"female","1","1",1,48,"2","2","3","2",1,0,3,0,0,1,0,0,0,"1",6560,5904,-2623,0
672,40,"male","3","4",2,30,"4","2","4","2",2,0,3,0,0,1,1,0,0,"4",3077,1538,112,1
673,47,"female","3","2",2,15,"4","2","2","1",1,0,2,0,0,1,0,0,0,"4",1316,921,135,1
674,23,"male","1","0",2,24,"2","4","2","3",1,1,1,0,0,0,0,0,0,"2",11560,9248,-4648,0
675,23,"male","0","0",1,15,"2","4","0","2",1,1,1,0,0,0,0,0,0,"1",2511,1757,350,1
676,74,"female","2","0",3,6,"4","1","2","0",2,0,1,0,0,1,0,1,1,"1",1299,909,109,1
677,31,"male","0","0",1,30,"2","4","1","1",1,0,2,0,0,1,0,0,0,"3",3108,2797,-1444,0
678,37,"male","3","0",2,36,"4","4","3","2",1,0,4,0,0,1,1,0,0,"1",3535,3181,710,1
679,40,"male","3","2",1,22,"2","4","4","2",1,0,3,0,0,1,0,0,0,"4",2675,1605,289,1
680,51,"female","0","4",1,18,"2","4","4","2",2,0,1,0,0,0,1,0,0,"2",7511,5257,-1602,0
681,26,"male","1","0",1,6,"2","3","1","1",1,0,3,0,0,1,0,1,1,"4",590,413,111,1
682,62,"male","3","2",1,6,"2","4","2","2",1,0,1,0,0,1,0,0,1,"0",1338,936,181,1
683,33,"male","0","0",3,18,"4","4","4","2",1,1,1,0,1,0,1,0,1,"1",3966,3569,-1955,0
684,21,"male","3","4",1,12,"2","2","2","2",1,0,4,0,0,1,0,0,0,"4",886,797,197,1
685,68,"male","3","4",2,18,"2","4","2","2",1,1,2,0,0,0,0,0,0,"1",6761,4056,-1421,0
686,40,"male","3","4",1,10,"2","3","3","2",1,0,4,0,0,1,1,0,0,"0",894,715,162,1
687,27,"male","0","0",1,18,"2","1","1","2",1,0,4,0,1,1,0,0,0,"4",2389,2150,676,1
688,36,"male","0","0",1,18,"1","4","1","3",1,0,3,0,1,0,1,0,0,"4",1940,970,141,1
689,34,"female","1","4",2,24,"4","3","3","2",2,0,4,0,0,1,1,0,0,"6",2825,2260,405,1
690,28,"male","0","0",1,21,"2","4","1","3",1,1,4,0,0,0,1,0,0,"4",2606,2084,507,1
691,24,"male","0","4",1,21,"2","2","3","1",1,0,2,0,0,1,0,1,1,"1",3763,3763,1324,1
692,32,"male","3","1",1,10,"2","2","2","2",2,0,1,0,0,1,0,0,1,"2",2848,1993,396,1
693,21,"male","0","0",1,18,"4","4","1","2",1,1,4,0,0,0,0,0,0,"3",1049,944,286,1
694,28,"male","2","0",1,9,"2","2","2","1",1,0,3,0,0,1,0,0,1,"4",745,447,-200,0
695,30,"female","0","2",1,24,"1","4","1","2",2,0,4,0,0,0,1,0,0,"3",3349,2009,-615,0
696,49,"male","2","4",2,30,"4","4","4","1",1,0,4,0,1,1,0,0,0,"4",3656,3290,651,1
697,23,"male","1","2",2,27,"4","2","2","1",1,0,4,0,0,1,0,0,0,"4",2520,2016,-647,0
698,64,"male","1","0",1,6,"2","3","2","2",1,0,2,1,0,1,0,0,1,"4",753,376,69,1
699,33,"male","2","0",2,42,"0","1","1","2",1,0,2,0,0,1,0,0,0,"6",6289,3144,258,1
700,40,"female","0","0",1,30,"2","4","2","3",1,0,4,0,0,1,1,0,0,"2",3857,3471,1057,1
701,35,"female","1","0",1,36,"2","2","2","3",1,1,2,0,0,0,1,0,0,"2",6948,4863,1231,1
702,25,"male","0","4",3,30,"0","3","1","2",1,0,2,0,1,1,0,0,0,"6",8072,5650,351,1
703,42,"male","2","3",2,12,"1","3","2","2",1,1,3,0,0,0,0,0,1,"4",409,327,60,1
704,37,"male","2","0",1,18,"2","2","2","2",1,0,4,0,1,1,0,0,1,"4",2100,1890,-832,0
705,23,"male","0","2",1,6,"2","2","0","0",1,1,1,0,0,0,1,0,0,"2",1352,811,141,1
706,31,"female","3","0",2,36,"4","2","2","2",1,0,2,0,1,1,0,0,0,"4",9566,7652,1185,1
707,22,"female","1","3",1,12,"2","1","2","2",1,0,4,0,0,1,0,0,1,"1",1007,805,174,1
708,51,"male","1","0",1,11,"3","4","3","2",1,0,2,0,0,1,0,0,0,"4",4771,3816,864,1
709,47,"female","1","1",1,36,"2","4","2","2",2,0,1,0,0,0,1,0,0,"5",12612,6306,-4459,0
710,34,"female","1","1",1,18,"2","4","2","2",1,0,4,0,0,1,0,0,0,"6",2622,2359,580,1
711,32,"male","1","0",1,12,"2","2","3","2",1,0,2,0,0,1,0,0,0,"1",6078,5470,1702,1
712,27,"male","0","4",2,10,"4","3","1","2",1,1,2,0,0,0,0,1,1,"3",2132,1492,229,1
713,30,"female","1","0",1,12,"2","2","2","2",1,0,4,0,0,1,0,0,0,"0",639,639,-330,0
714,66,"male","1","2",1,12,"2","3","2","1",1,0,4,0,0,1,0,0,1,"4",766,689,-368,0
715,51,"female","3","1",2,12,"4","3","3","2",1,0,4,0,0,1,1,0,0,"1",682,682,172,1
716,45,"male","0","0",1,12,"1","1","4","1",1,0,4,0,1,1,0,0,0,"0",339,271,59,1
717,20,"male","1","3",1,11,"2","1","1","2",1,0,4,0,0,1,0,0,1,"3",1577,946,170,1
718,52,"female","0","2",2,6,"4","4","4","2",1,0,4,0,0,1,0,0,0,"4",338,202,22,1
719,68,"male","1","0",3,16,"4","3","0","0",1,0,2,0,0,0,1,0,0,"1",1175,705,34,1
720,27,"female","1","1",4,12,"2","4","1","2",1,1,4,0,1,0,0,0,0,"3",951,570,-263,0
721,26,"female","1","0",1,12,"4","3","3","2",1,0,4,0,0,1,0,0,0,"0",1424,1424,390,1
722,23,"male","2","0",1,36,"2","2","2","2",1,0,2,0,0,1,1,0,1,"4",3913,3130,899,1
723,53,"male","0","0",1,12,"2","4","4","3",1,0,4,0,0,0,1,0,0,"3",7865,5505,-2364,0
724,61,"male","1","1",2,21,"2","2","4","1",1,1,4,0,1,0,0,0,0,"6",2767,2490,-2105,0
725,35,"male","3","1",1,6,"0","1","2","2",1,1,4,0,1,0,0,1,0,"1",1204,722,147,1
726,29,"male","0","0",1,12,"1","1","2","2",1,0,4,0,0,0,0,0,0,"4",2149,2149,-1220,0
727,38,"male","3","0",1,24,"2","3","1","2",1,0,4,0,1,1,1,0,0,"4",1533,1379,389,1
728,49,"male","0","4",1,12,"2","4","4","1",1,0,2,0,0,1,1,0,0,"3",1262,1262,436,1
729,31,"female","1","1",1,48,"3","4","0","3",1,0,2,0,0,0,1,0,0,"0",7582,6065,1366,1
730,45,"female","3","4",1,10,"2","2","4","1",1,0,4,0,0,1,0,1,0,"1",1287,1158,306,1
731,33,"male","0","1",1,12,"2","3","1","1",1,0,4,0,0,1,1,0,0,"4",727,654,-340,0
732,48,"female","1","4",1,24,"2","4","2","1",1,0,1,0,0,1,1,0,0,"3",4351,3045,663,1
733,34,"female","3","3",1,24,"2","3","3","2",2,0,4,0,0,1,1,0,0,"1",1525,1372,347,1
734,24,"male","0","4",1,15,"2","2","2","2",1,1,4,0,0,0,0,0,0,"0",1275,637,-222,0
735,23,"female","1","2",1,24,"2","4","0","0",1,1,1,0,0,0,0,0,0,"4",3758,2254,384,1
736,26,"female","3","0",2,36,"3","2","2","3",1,0,4,0,0,1,1,0,0,"4",4463,3124,-1012,0
737,22,"male","0","0",1,18,"2","4","1","2",1,1,1,0,0,0,0,0,0,"3",3650,2920,799,1
738,36,"male","3","4",1,7,"3","4","4","2",1,0,3,0,0,0,0,0,0,"4",846,423,77,1
739,40,"female","1","0",2,18,"4","4","0","3",1,0,4,0,1,1,1,0,0,"3",7374,6636,1159,1
740,46,"male","0","0",2,36,"4","2","2","2",1,0,3,0,0,1,1,0,0,"3",2348,1408,201,1
741,27,"male","0","0",1,15,"2","2","1","2",1,0,4,0,0,1,0,1,1,"4",1053,631,119,1
742,23,"male","0","4",2,18,"3","2","2","2",1,1,1,0,0,0,1,0,0,"5",8471,4235,463,1
743,46,"female","3","3",2,18,"4","3","2","2",1,0,4,0,0,1,0,0,1,"4",1149,804,98,1
744,37,"female","3","3",2,24,"4","4","4","2",1,0,4,0,0,1,1,0,1,"1",1287,1158,280,1
745,35,"female","1","0",1,7,"2","2","2","2",1,0,2,1,0,1,0,0,1,"4",2576,2318,692,1
746,35,"male","0","0",1,12,"2","4","4","2",1,0,3,0,0,0,1,0,0,"2",3386,3047,-1723,0
