OBS,AGE,GENDER,CHK_ACCT,SAV_ACCT,NUM_CREDITS,DURATION,HISTORY,PRESENT_RESIDENT,EMPLOYMENT,JOB,NUM_DEPENDENTS,RENT,INSTALL_RATE,GUARANTOR,OTHER_INSTALL,OWN_RES,TELEPHONE,FOREIGN,REAL_ESTATE,TYPE,AMOUNT_REQUESTED,CREDIT_EXTENDED,NPV,IsProfitable,MySample,NPV_Predicted
551,27,female,3,4,1,10,2,4,2,1,1,0,4,1,0,1,0,0,0,1,1309,785,-396,0,T,503.0284458
396,26,male,3,0,2,36,2,2,0,3,1,0,4,0,0,1,1,0,0,3,10974,6584,-2944,0,T,-732.4465623
799,64,female,3,1,1,13,2,4,0,2,1,0,2,0,0,1,0,0,1,4,1409,845,197,1,T,562.1544121
813,34,male,1,0,2,12,4,2,0,3,1,0,4,0,0,1,1,0,0,2,1860,1302,211,1,T,-79.52221024
159,49,female,1,0,2,12,4,3,1,1,2,0,1,0,1,1,0,0,1,1,3124,3124,616,1,T,-377.3966727
606,52,female,1,4,1,12,2,1,0,3,1,0,2,0,0,1,1,0,0,4,6468,4527,-2129,0,T,307.2257335
495,46,female,0,0,1,15,2,1,1,2,1,1,4,1,0,0,0,0,0,3,1845,1660,426,1,T,-566.8074735
109,47,male,3,2,1,15,2,3,4,2,1,0,4,0,1,1,1,0,0,4,1213,1091,261,1,T,387.5673561
519,31,male,3,0,2,15,4,2,2,2,1,0,4,0,0,1,0,0,0,4,1360,1088,217,1,T,158.7546776
740,46,male,0,0,2,36,4,2,2,2,1,0,3,0,0,1,1,0,0,3,2348,1408,201,1,T,-684.0566337
393,30,male,1,0,1,12,2,4,3,2,2,1,3,0,0,0,1,0,0,1,2002,1801,465,1,T,-342.1922386
704,37,male,2,0,1,18,2,2,2,2,1,0,4,0,1,1,0,0,1,4,2100,1890,-832,0,T,478.7066036
936,23,female,0,0,1,30,2,4,3,2,1,1,4,0,0,0,0,0,1,3,2406,1924,-1024,0,T,-232.2471507
112,23,male,2,0,1,15,2,4,1,2,1,1,4,0,0,0,1,0,0,5,392,352,91,1,T,-235.6441905
27,27,male,0,0,1,12,2,2,2,2,1,0,2,0,0,1,0,0,1,3,1657,1491,429,1,T,13.12837889
222,50,male,0,0,2,27,0,4,0,2,1,0,2,0,1,1,1,0,0,6,5293,4763,-4064,0,T,-1940.441721
266,45,female,0,0,1,24,2,1,4,2,1,0,4,0,0,1,0,0,1,1,2303,2072,-968,0,T,-454.0133502
158,38,female,3,0,1,30,4,2,3,2,1,0,3,0,0,1,0,0,0,4,5954,4167,835,1,T,399.1579593
765,26,male,3,2,1,12,2,2,2,2,1,0,2,0,0,1,0,0,0,1,1386,1247,-605,0,T,180.4228985
654,75,female,0,4,1,6,2,3,0,3,1,0,4,0,0,1,1,0,0,1,1374,1374,440,1,T,246.7081199
386,32,female,0,0,2,18,1,4,3,1,2,0,4,0,0,0,0,0,0,1,1442,1009,-573,0,T,-1015.269638
175,23,female,1,0,1,10,1,4,2,1,1,0,4,0,1,1,0,0,1,4,1048,838,186,1,T,-385.6234886
712,27,male,0,4,2,10,4,3,1,2,1,1,2,0,0,0,0,1,1,3,2132,1492,229,1,T,308.6866857
261,34,female,1,0,1,24,1,4,3,1,1,0,4,0,1,0,0,0,0,5,1837,1102,-822,0,T,-1005.943581
166,37,female,1,0,1,12,2,2,2,1,1,0,4,0,0,1,0,0,0,3,1922,1345,-494,0,T,-307.5236001
552,37,female,0,0,2,6,4,3,3,2,1,0,4,0,0,1,0,1,0,1,609,609,119,1,T,130.4420187
340,31,male,0,0,1,6,4,4,3,2,1,0,1,0,0,1,0,0,0,4,1957,1369,292,1,T,652.046617
92,34,female,3,0,2,36,3,4,2,2,1,0,4,0,0,1,0,0,1,4,4454,3117,397,1,T,67.79259605
412,35,male,0,2,1,12,2,1,4,2,1,0,3,0,0,1,0,0,1,4,1680,1344,349,1,T,391.839308
99,49,male,1,0,1,30,4,2,3,2,1,0,2,0,0,1,0,0,0,3,8386,8386,-3751,0,T,-119.6983088
516,20,male,0,0,1,12,2,4,2,2,1,1,2,0,0,0,0,0,0,3,1282,769,-302,0,T,-396.0171216
128,37,male,3,2,1,12,4,4,3,2,1,1,3,0,0,0,1,0,0,3,1402,1261,397,1,T,712.0112945
646,36,male,0,0,2,11,4,2,2,2,2,1,2,0,0,0,0,0,1,1,3905,3514,636,1,T,-337.6343055
919,33,male,1,0,2,18,0,4,2,2,1,0,1,0,1,1,1,0,0,3,3244,2919,702,1,T,-1324.835981
943,55,male,0,0,3,18,4,4,0,0,2,0,2,0,0,0,0,0,0,0,1190,833,-394,0,T,-743.0670575
805,39,male,3,0,2,11,4,4,2,1,1,0,1,0,0,1,0,0,0,1,7228,6505,1165,1,T,-66.95422013
192,25,male,1,0,1,24,4,4,1,1,1,0,2,0,1,1,0,0,0,3,4736,4262,-1718,0,T,-447.668558
410,54,female,1,3,1,12,2,4,4,2,1,0,4,0,0,1,1,0,1,1,1318,1186,348,1,T,-20.35631406
85,29,male,0,0,1,36,2,2,3,2,1,0,4,0,0,1,0,0,0,3,5179,4143,-2232,0,T,-346.6953562
213,24,female,3,0,1,12,2,2,2,1,1,1,3,0,0,0,0,0,1,3,1768,1237,300,1,T,59.50293767
302,60,male,0,0,2,24,4,4,4,1,1,0,4,0,0,1,0,0,0,1,1199,959,-289,0,T,-640.784804
311,35,male,1,0,1,9,4,3,3,2,1,1,4,0,0,0,1,0,0,3,1919,1535,328,1,T,115.7632128
208,51,male,0,0,2,8,4,4,4,3,2,0,3,0,1,0,1,0,0,0,1164,698,87,1,T,-275.5352876
957,31,male,0,0,1,48,2,2,2,2,1,0,3,0,0,1,1,0,0,4,6758,4054,-1503,0,T,-811.8125713
895,43,male,3,0,1,18,2,1,1,1,2,0,4,0,0,1,0,0,0,3,1533,1073,-566,0,T,-161.9339249
383,47,male,0,0,2,8,4,4,4,1,1,0,4,0,0,1,0,0,1,1,731,438,42,1,T,-102.51394
216,24,male,2,0,1,36,2,1,2,2,1,0,4,0,0,1,0,0,0,4,5848,4093,896,1,T,-102.0987237
988,36,female,3,4,2,30,4,3,3,2,1,0,2,0,0,1,0,0,0,4,6742,4045,459,1,T,748.2703238
259,26,male,3,0,1,9,2,2,2,2,1,1,4,0,0,0,0,0,1,3,1388,1249,366,1,T,123.3046325
652,40,male,0,0,1,6,4,4,1,1,2,0,2,0,0,1,0,1,1,1,1361,1224,291,1,T,83.69031207
87,27,male,3,3,2,24,4,2,2,2,1,0,4,0,0,1,0,0,1,2,5804,4643,956,1,T,628.4193192
743,46,female,3,3,2,18,4,3,2,2,1,0,4,0,0,1,0,0,1,4,1149,804,98,1,T,594.0552184
768,24,male,1,1,1,72,2,2,2,2,1,0,2,0,0,1,0,0,0,4,5595,3916,-2321,0,T,-1186.924782
906,23,male,0,0,2,36,4,4,1,1,1,1,4,0,0,0,1,0,0,3,6229,3737,-1801,0,T,-1002.195633
303,44,male,1,1,1,12,4,4,1,2,1,0,3,0,0,1,0,0,0,2,1804,1623,407,1,T,366.1384268
937,40,male,1,0,1,18,2,4,3,2,1,1,2,0,0,0,0,0,1,3,3001,2700,699,1,T,-99.69719217
240,39,male,0,0,1,36,2,4,3,3,2,0,2,0,1,0,1,0,0,1,3249,2599,564,1,T,-729.9489766
868,64,male,0,0,1,24,2,4,4,1,1,1,4,0,1,0,0,0,1,4,2384,1430,322,1,T,-354.3858684
312,25,female,3,0,2,36,4,2,2,2,1,0,4,0,1,1,1,0,1,1,7855,4713,-1659,0,T,-400.6398524
4,36,male,1,3,1,18,2,3,1,2,1,0,3,0,1,1,1,0,1,6,1913,1721,416,1,T,-506.0065362
711,32,male,1,0,1,12,2,2,3,2,1,0,2,0,0,1,0,0,0,1,6078,5470,1702,1,T,-131.0418962
58,23,male,0,0,1,24,2,4,1,1,1,1,4,0,0,0,1,0,1,3,3234,3234,-1151,0,T,-560.2173999
308,41,female,1,0,2,42,4,1,3,1,1,0,2,0,1,1,0,0,1,6,5954,4763,1000,1,T,-850.7298293
975,33,female,3,0,1,15,2,2,3,2,1,0,2,0,0,1,0,0,0,2,3029,1817,366,1,T,658.0834456
757,34,male,3,3,1,24,4,2,4,2,1,0,2,0,0,1,0,0,0,4,2578,1289,196,1,T,439.4517731
829,49,male,1,0,2,12,2,4,2,2,1,0,4,1,0,1,1,0,1,4,1092,764,94,1,T,-181.68067
342,40,female,3,2,1,10,2,2,2,1,2,1,3,0,0,0,0,1,0,1,1597,1277,343,1,T,11.8070194
870,24,female,3,0,2,18,4,2,2,2,1,0,4,0,0,1,0,0,0,4,1800,1440,233,1,T,94.9529827
626,35,female,3,0,2,24,4,2,2,1,1,0,4,0,0,1,0,0,1,4,2684,1342,106,1,T,165.3447511
845,55,male,2,4,1,12,2,4,4,3,1,0,3,0,0,1,1,0,1,3,1424,854,199,1,T,987.742914
203,48,male,0,0,2,10,4,3,1,1,2,1,1,0,0,0,0,1,1,1,2241,1568,258,1,T,-423.3557309
122,45,female,3,4,1,36,2,4,4,1,1,0,2,0,0,1,1,0,1,4,3835,2301,458,1,T,419.0217343
44,74,male,3,0,1,5,2,4,3,1,1,0,1,0,0,1,0,0,1,6,3448,3103,824,1,T,305.1157582
571,35,female,3,2,1,15,2,4,4,2,1,0,1,0,0,0,0,0,0,1,5324,3194,629,1,T,-134.3608104
267,50,female,3,0,2,21,2,2,4,2,1,0,4,0,0,1,0,0,1,3,2241,1792,343,1,T,-171.4102504
734,24,male,0,4,1,15,2,2,2,2,1,1,4,0,0,0,0,0,0,0,1275,637,-222,0,T,164.141197
873,59,male,1,0,1,48,1,3,4,2,1,1,4,0,0,0,0,0,0,6,6416,6416,-3914,0,T,-2244.423133
100,37,female,3,4,2,12,4,1,1,1,2,0,2,0,0,1,0,0,0,5,3565,2852,553,1,T,413.4885226
313,63,male,2,0,2,10,4,4,4,2,1,0,4,0,0,0,1,0,0,1,781,390,31,1,T,-99.68683547
134,30,male,3,1,2,18,4,2,2,2,1,0,4,0,0,1,0,0,1,5,1864,1491,-1183,0,T,288.8879782
468,41,male,3,2,1,21,3,2,1,1,2,0,4,0,1,1,0,0,1,6,2580,1290,-805,0,T,168.8395709
232,26,male,2,0,1,24,2,4,1,2,1,0,2,0,0,1,0,0,0,3,3749,2624,612,1,T,-92.55514749
310,20,male,2,4,2,24,4,4,4,2,1,1,4,0,0,0,0,0,0,3,3617,2170,265,1,T,334.6143385
360,20,male,1,0,1,24,2,4,2,1,1,1,3,0,0,0,1,0,0,1,2718,1630,-831,0,T,-945.9839999
11,41,male,3,1,1,24,2,4,4,1,1,1,4,0,0,0,0,0,1,1,1469,1322,376,1,T,-149.6806227
608,34,male,0,0,1,42,2,3,1,2,1,0,4,0,0,1,0,0,0,4,3965,2775,-1203,0,T,-791.1978387
923,22,male,0,0,1,24,2,1,1,2,1,0,4,0,1,0,0,0,0,3,3149,1889,323,1,T,-758.2125581
631,24,male,3,4,1,30,2,4,3,1,1,1,2,0,1,0,0,0,0,2,4811,3848,1076,1,T,687.8637676
482,46,male,0,0,1,48,2,4,3,2,2,0,4,0,0,0,0,0,0,1,3931,3537,-1985,0,T,-985.155756
649,52,female,3,0,1,12,2,4,2,2,1,0,2,0,0,1,1,0,0,4,3077,2769,674,1,T,211.3326681
256,34,male,0,0,2,48,2,1,3,2,1,0,1,1,0,1,1,0,1,4,6999,4899,-1881,0,T,-476.0592055
265,40,female,3,1,1,15,2,2,2,3,1,0,3,0,0,1,1,0,0,5,4623,2773,-2096,0,T,143.4708105
54,32,male,1,0,2,36,2,1,3,2,2,0,3,0,0,1,0,0,0,5,2273,1818,350,1,T,-803.5227365
146,29,female,3,0,1,6,2,1,2,2,1,0,3,0,0,1,0,0,1,4,518,466,135,1,T,536.9312159
524,30,male,0,0,1,24,2,2,0,3,2,0,4,0,1,1,0,0,0,4,1823,1093,-648,0,T,-385.2633637
911,35,male,1,2,1,14,2,2,4,2,1,0,1,0,0,1,1,0,1,6,1410,846,144,1,T,-375.0196473
236,38,male,3,4,1,18,4,4,0,3,1,0,2,0,0,1,1,0,0,2,3229,3229,1119,1,T,943.8220348
328,28,male,1,0,2,48,2,4,3,2,1,0,4,0,0,1,0,0,1,4,3060,1836,-836,0,T,-598.7160264
215,27,female,0,0,1,27,2,2,2,3,1,0,3,0,0,1,0,0,0,4,3416,3074,922,1,T,-365.2007073
6,29,female,1,4,1,24,3,2,1,1,1,0,4,0,1,1,0,0,0,3,2333,1866,480,1,T,269.9252049
481,24,female,1,4,1,12,2,2,0,0,1,1,1,0,0,0,0,0,1,1,7472,5230,1339,1,T,-16.70727486
555,43,male,0,0,2,24,3,2,0,2,2,0,4,0,0,0,0,0,1,1,1333,799,-474,0,T,-540.3180433
515,30,female,1,1,1,48,1,2,3,2,1,0,4,0,0,1,0,0,0,6,3566,2139,481,1,T,-1386.897969
250,27,male,3,1,2,6,4,1,2,2,1,0,1,0,0,1,0,0,0,4,1237,1113,195,1,T,608.1179309
579,35,female,1,3,1,18,2,2,2,1,1,0,4,0,0,1,1,0,0,6,1941,1358,359,1,T,-597.0130373
258,26,female,3,4,1,24,2,4,0,3,1,1,2,0,0,0,1,0,0,2,5433,4889,1312,1,T,383.0178243
869,35,male,3,1,1,9,2,4,4,2,1,0,3,0,0,1,1,0,0,4,2753,2202,503,1,T,493.26086
446,31,male,0,0,1,24,2,3,3,2,1,0,2,0,0,1,1,0,0,1,4817,2890,-1679,0,T,-263.5918548
288,26,female,0,1,2,24,4,1,3,2,1,0,4,0,0,1,1,0,1,6,1382,967,141,1,T,-87.30467061
744,37,female,3,3,2,24,4,4,4,2,1,0,4,0,0,1,1,0,1,1,1287,1158,280,1,T,115.8423329
567,27,female,3,0,2,24,4,2,0,3,1,0,4,0,1,1,1,0,0,0,6314,5682,1096,1,T,-191.1684295
593,46,female,0,0,2,12,1,2,1,2,1,0,4,0,1,1,1,0,0,1,697,348,-173,0,T,-1132.089545
847,26,male,3,0,2,33,3,2,2,2,1,0,2,0,0,1,1,0,0,6,2764,1658,189,1,T,-668.0685384
806,23,male,2,0,1,18,2,2,4,3,1,0,3,0,0,1,0,0,0,1,1961,1961,659,1,T,-69.8980504
605,39,male,3,2,1,36,2,4,4,2,1,0,4,0,0,1,0,0,0,4,2299,2069,597,1,T,-59.04450782
205,44,male,1,0,1,18,3,4,2,1,2,0,2,0,0,1,1,0,1,0,6204,4963,1229,1,T,206.594146
243,47,female,1,0,2,12,4,3,3,1,2,0,2,0,0,1,0,0,1,1,958,670,105,1,T,78.17696624
780,22,male,3,0,2,12,4,4,1,1,1,1,2,0,0,0,0,0,0,3,1258,1006,204,1,T,-234.2571732
946,32,male,3,0,1,18,2,2,1,2,1,0,3,0,0,1,1,0,0,4,4594,2756,556,1,T,-23.25937869
399,26,male,0,0,1,36,2,2,2,2,2,0,2,0,0,1,0,0,0,2,8229,6583,-2272,0,T,-394.6383014
55,23,female,1,0,1,12,2,1,1,2,1,1,1,0,0,0,0,0,1,4,1534,920,-415,0,T,-288.9928952
182,28,female,1,0,1,6,2,3,3,1,1,0,3,1,1,1,0,0,1,4,484,338,71,1,T,505.3344758
581,24,male,0,0,1,36,2,1,3,2,1,0,2,0,0,1,1,0,0,1,9271,6489,-3149,0,T,-518.7986342
61,45,female,1,0,1,7,2,1,1,2,1,0,1,1,0,1,0,0,1,4,2329,1397,277,1,T,28.49360524
348,36,female,3,4,1,6,2,4,0,3,2,0,4,0,0,1,1,0,0,0,1238,742,137,1,T,740.3571739
635,23,male,1,0,2,13,4,4,1,2,1,0,4,1,0,1,0,0,1,4,882,441,60,1,T,-87.88608012
921,55,female,3,3,1,12,2,2,3,2,1,0,3,0,0,1,0,1,0,2,1413,1271,384,1,T,1022.992218
662,27,female,1,4,1,60,3,2,2,3,1,0,2,0,0,0,0,0,0,4,9157,9157,2992,1,T,-461.1822725
137,37,male,2,4,1,12,2,3,4,3,1,0,2,0,0,1,0,0,0,4,3399,2039,493,1,T,928.4223021
325,27,male,3,0,2,12,4,2,2,2,1,0,3,0,0,1,0,0,1,6,1185,592,73,1,T,-181.1161407
592,32,female,1,0,1,48,0,2,2,3,1,0,1,0,1,1,1,1,0,0,18424,12896,-6960,0,T,-1688.00528
362,22,female,0,0,1,24,1,4,2,2,1,1,1,1,1,0,0,1,0,2,3632,2179,392,1,T,-807.8859204
66,50,male,0,0,1,48,2,1,3,3,1,0,4,0,0,0,1,0,0,5,7476,5980,1585,1,T,-936.3962632
101,22,male,1,0,1,48,2,2,2,2,1,0,2,0,0,1,0,0,1,4,5951,5355,-3080,0,T,-736.474234
901,28,male,1,0,2,30,4,2,0,3,1,0,4,0,0,1,0,0,0,1,5234,4187,-1605,0,T,-935.077694
245,29,male,1,0,2,20,3,3,2,2,1,0,2,0,1,1,1,0,0,0,2629,1577,258,1,T,-244.7622495
206,25,male,3,0,1,12,2,2,2,2,1,0,3,0,0,1,0,0,0,4,1262,1009,275,1,T,211.3326681
600,31,male,3,0,1,12,2,4,3,1,1,0,3,0,0,1,0,0,1,3,1736,1388,339,1,T,619.2382619
974,26,male,1,1,2,30,0,4,2,1,1,1,4,0,0,0,0,0,0,6,4280,2568,-1974,0,T,-1996.228059
627,36,male,3,4,2,36,4,4,4,2,1,0,4,0,0,1,0,0,1,6,6304,4412,681,1,T,-171.4222325
431,44,female,3,2,1,48,4,2,2,2,1,0,2,0,1,0,0,0,0,1,10127,6076,-2454,0,T,-574.2973036
380,51,male,2,0,1,24,2,4,4,2,1,0,3,0,0,0,0,0,0,3,2892,2313,589,1,T,-236.5485045
411,26,male,3,4,1,12,2,4,1,2,1,1,2,0,0,0,1,0,0,2,2445,2445,654,1,T,615.1002978
153,24,male,0,0,1,18,2,2,2,2,1,0,2,0,0,1,0,0,1,4,3190,1914,-1031,0,T,24.19953535
17,36,female,3,1,1,24,4,4,4,2,2,0,3,0,0,1,1,0,1,4,2872,2584,744,1,T,594.2980224
190,46,male,3,0,2,15,4,4,4,2,1,0,4,0,0,1,1,0,0,4,1829,1829,464,1,T,118.9230059
708,51,male,1,0,1,11,3,4,3,2,1,0,2,0,0,1,0,0,0,4,4771,3816,864,1,T,580.7082624
478,66,female,2,2,3,12,4,4,0,0,1,0,2,0,1,0,0,0,0,1,1480,1036,62,1,T,-117.2126977
680,51,female,0,4,1,18,2,4,4,2,2,0,1,0,0,0,1,0,0,2,7511,5257,-1602,0,T,297.1289923
699,33,male,2,0,2,42,0,1,1,2,1,0,2,0,0,1,0,0,0,6,6289,3144,258,1,T,-1828.067433
621,43,female,3,0,3,12,4,4,4,2,1,0,4,0,0,1,1,0,1,3,1935,1548,124,1,T,31.21853853
586,33,male,3,1,1,24,2,3,1,2,1,0,4,0,0,1,1,0,1,1,1474,737,154,1,T,-5.687265686
954,45,female,2,0,1,18,2,1,1,1,1,0,1,0,1,1,0,0,0,3,3049,3049,902,1,T,35.04824222
276,23,female,1,1,1,12,2,4,3,1,1,1,2,0,0,0,0,0,1,6,841,841,249,1,T,-177.1287588
766,37,male,3,4,1,48,2,3,3,2,1,0,4,0,1,1,1,0,0,4,10222,9199,2951,1,T,354.2364503
558,24,male,3,0,2,15,4,3,3,2,1,0,2,0,1,1,0,0,0,3,2788,2230,401,1,T,368.6651132
454,25,female,3,4,2,24,2,2,1,2,1,0,4,0,0,1,0,0,0,4,3105,3105,708,1,T,198.2495961
563,35,female,3,4,1,15,2,2,4,2,1,0,4,0,0,1,0,0,0,4,1979,1781,445,1,T,667.6384401
283,41,male,0,0,1,36,2,2,4,2,2,0,2,0,1,1,0,0,0,3,2712,1627,-603,0,T,-735.1120097
353,23,female,3,1,1,24,2,4,3,2,1,0,3,0,0,1,0,0,0,2,3488,1744,359,1,T,724.6365298
426,24,male,1,4,1,9,2,1,3,2,1,0,2,0,0,1,1,0,0,3,2030,1827,499,1,T,664.8022152
226,24,male,1,0,1,30,2,2,2,2,1,0,4,1,1,1,0,0,0,1,2150,1720,-683,0,T,-862.4370472
184,23,male,0,0,1,18,2,3,1,2,1,1,4,0,0,0,1,0,0,1,1216,729,-266,0,T,-802.7124463
36,23,male,3,0,1,9,2,4,1,2,1,1,1,0,0,0,1,0,1,0,1236,741,140,1,T,80.33685028
341,27,male,3,0,2,14,3,2,2,1,1,0,4,0,0,1,0,0,0,1,802,802,165,1,T,26.89870935
52,26,male,0,0,1,12,2,2,3,2,1,0,4,0,0,1,0,0,1,1,759,531,-305,0,T,189.6100827
162,48,male,2,1,1,10,2,4,4,1,2,0,1,0,0,0,0,0,0,1,1240,744,-409,0,T,147.0476289
807,37,male,3,0,1,36,2,4,2,2,1,0,4,0,1,0,1,0,0,5,1819,909,-637,0,T,-772.2495645
912,36,male,1,2,1,12,4,3,3,3,1,0,3,0,0,1,1,0,0,1,2366,2366,810,1,T,370.8766369
67,23,male,2,0,1,12,2,4,2,2,1,1,3,0,0,0,0,0,1,4,1297,648,137,1,T,395.1596509
602,53,female,3,4,2,24,4,4,4,2,1,0,4,0,0,1,0,0,0,4,2424,1212,151,1,T,487.4570599
882,43,male,0,0,1,36,2,3,0,3,1,0,2,0,0,1,0,0,0,0,15857,15857,4387,1,T,-715.1238144
876,31,female,3,0,1,24,2,2,2,2,1,0,2,1,0,1,1,0,1,1,1393,835,178,1,T,-156.6567774
935,32,female,1,3,2,9,4,3,4,2,2,0,4,0,0,0,0,0,0,5,1136,681,-538,0,T,-305.7169226
335,33,female,1,0,1,18,2,1,4,3,1,0,1,0,1,1,1,0,1,6,4439,3551,950,1,T,-739.9566284
828,32,male,3,0,1,6,2,4,1,2,1,0,1,0,0,1,0,0,0,3,4611,2766,-1336,0,T,93.27285456
507,48,female,3,4,4,27,2,4,4,2,2,0,4,0,0,1,1,0,0,0,5190,5190,424,1,T,-294.7023331
363,22,male,0,0,1,12,2,1,1,2,1,1,4,0,0,0,0,0,0,3,1858,1486,409,1,T,-503.0057786
489,43,male,1,0,1,24,2,3,3,2,1,0,3,0,0,1,1,0,0,3,4057,2839,-918,0,T,-214.1453977
395,42,male,3,0,3,4,4,1,3,1,2,0,2,0,0,1,0,0,1,1,1455,1455,176,1,T,417.669767
286,35,male,3,0,2,15,4,4,2,2,1,0,4,0,0,0,1,0,0,4,1471,882,85,1,T,-52.3956648
367,35,female,1,0,2,6,3,1,0,3,1,0,4,0,1,1,1,0,0,3,1050,735,88,1,T,-94.90623287
689,34,female,1,4,2,24,4,3,3,2,2,0,4,0,0,1,1,0,0,6,2825,2260,405,1,T,-105.9756797
425,35,male,3,2,1,12,1,3,2,1,2,0,4,0,0,1,0,0,1,0,3447,2412,509,1,T,157.2381534
13,25,male,0,0,2,21,2,2,2,2,1,0,3,0,0,1,1,0,1,4,1835,917,-508,0,T,-250.4289337
613,40,female,0,0,1,12,2,2,2,1,1,0,4,0,0,1,0,0,1,4,701,420,93,1,T,151.8029251
905,28,female,3,1,1,12,2,2,2,2,1,0,4,0,0,1,0,0,1,4,2073,1243,224,1,T,667.2859949
7,27,male,1,0,1,9,2,1,2,2,1,0,2,0,1,1,1,0,1,6,1391,695,118,1,T,-508.7198721
82,26,male,1,0,1,8,2,2,1,2,1,0,3,0,0,1,1,0,1,6,907,816,248,1,T,-594.4412976
389,65,female,3,0,2,18,4,4,0,0,1,0,4,0,0,1,0,0,0,4,1098,658,90,1,T,11.08863154
257,29,male,2,0,1,6,3,1,1,2,1,0,2,0,1,1,0,0,0,4,683,341,49,1,T,808.6346707
449,44,female,3,2,1,12,4,4,2,2,1,0,4,0,0,1,1,0,1,1,1163,814,193,1,T,600.4685352
420,21,male,1,1,1,45,2,4,2,2,1,1,4,1,0,0,0,0,0,4,3031,2424,-997,0,T,-823.8598709
960,32,male,3,0,1,24,3,2,2,2,1,0,1,0,0,0,0,0,0,6,3863,3476,975,1,T,-476.987022
913,29,female,0,0,2,12,4,2,2,2,1,0,3,0,0,1,0,0,1,1,3499,3149,-1351,0,T,-147.7511948
529,35,male,0,0,1,47,2,1,1,1,1,0,1,0,0,1,1,0,1,1,10722,9649,2569,1,T,-1010.316663
710,34,female,1,1,1,18,2,4,2,2,1,0,4,0,0,1,0,0,0,6,2622,2359,580,1,T,-640.1619461
225,24,male,0,0,2,48,0,4,4,2,2,0,3,0,0,0,0,0,0,2,4605,3684,-1645,0,T,-1790.536086
942,33,male,1,4,1,18,2,2,2,2,1,0,4,0,0,1,0,0,0,1,1042,729,-364,0,T,-47.29112918
306,31,male,3,4,1,18,2,1,2,2,1,0,2,0,0,1,1,0,0,2,3378,2026,389,1,T,805.6359075
727,38,male,3,0,1,24,2,3,1,2,1,0,4,0,1,1,1,0,0,4,1533,1379,389,1,T,-150.8627684
538,37,male,0,0,1,48,1,4,3,2,1,1,2,1,0,0,0,0,0,6,7685,4611,-3379,0,T,-1733.349659
771,25,male,1,0,2,12,0,3,1,2,1,1,4,0,0,0,0,0,0,3,2969,1484,-647,0,T,-1515.371591
469,31,female,1,1,2,36,3,3,3,1,2,0,1,0,0,1,1,0,0,6,9857,6899,1312,1,T,-505.5088047
594,30,female,1,1,2,30,3,3,1,3,1,0,4,0,1,1,0,0,0,4,1919,1535,-892,0,T,-231.8113827
97,30,male,3,0,2,6,4,2,4,2,1,1,2,0,0,0,0,0,1,4,1740,1218,168,1,T,297.1729062
715,51,female,3,1,2,12,4,3,3,2,1,0,4,0,0,1,1,0,0,1,682,682,172,1,T,518.3216988
466,35,male,3,0,2,24,4,3,3,2,1,0,4,0,0,1,1,0,0,2,2346,1407,222,1,T,477.9020654
651,36,female,2,2,1,15,4,2,2,2,1,0,2,0,0,1,1,0,0,2,2360,1652,329,1,T,1008.399164
732,48,female,1,4,1,24,2,4,2,1,1,0,1,0,0,1,1,0,0,3,4351,3045,663,1,T,-2.79124089
856,27,female,0,0,1,24,1,4,3,2,1,0,3,0,1,1,0,0,0,3,3552,1776,-894,0,T,-548.7926329
207,61,male,1,0,1,36,0,4,4,3,1,0,4,0,0,0,1,0,0,6,1953,1562,-976,0,T,-2210.794515
902,31,female,3,2,1,24,2,2,4,2,2,0,3,0,0,1,1,0,0,4,3430,2401,637,1,T,196.1622716
929,48,female,0,0,1,24,3,4,1,2,1,0,4,0,1,1,0,0,1,4,1024,614,-325,0,T,169.3125915
703,42,male,2,3,2,12,1,3,2,2,1,1,3,0,0,0,0,0,1,4,409,327,60,1,T,28.13589825
859,47,female,0,0,1,18,2,3,2,1,1,0,4,0,0,1,1,0,1,0,1217,973,-395,0,T,-50.45413601
803,34,female,1,0,1,7,2,2,2,2,1,0,3,1,0,1,0,0,1,4,2415,2173,578,1,T,135.4822623
476,55,female,3,3,2,12,3,4,4,2,2,0,4,0,0,0,0,0,0,0,1555,933,-545,0,T,355.6823889
947,35,male,3,0,2,24,3,3,3,1,1,0,3,0,0,1,1,0,0,2,4679,3275,604,1,T,635.5566897
80,39,male,1,0,1,21,2,4,4,2,2,0,2,0,0,1,0,0,0,6,1188,594,-446,0,T,-1001.753481
477,27,female,3,1,2,24,4,3,3,2,1,0,4,0,0,1,1,0,0,1,2463,2463,658,1,T,263.1149194
916,34,male,3,4,2,6,4,2,2,1,2,0,1,0,0,1,0,0,1,4,1898,1328,218,1,T,1108.094059
251,49,male,2,1,1,9,2,4,4,2,1,0,2,0,0,1,0,0,1,4,1126,563,92,1,T,888.2381852
12,31,male,1,1,2,6,3,2,4,2,2,0,1,0,1,1,0,0,0,6,1449,1304,252,1,T,-255.9085097
560,32,male,1,1,1,6,1,1,1,1,1,0,1,0,1,1,0,0,0,1,931,744,-441,0,T,-658.3580328
406,57,male,1,0,2,36,3,4,4,2,1,0,4,0,1,0,1,0,0,1,2225,1780,-747,0,T,-1072.144122
350,38,male,1,4,1,6,2,4,4,2,1,0,4,0,0,1,0,0,0,4,368,257,63,1,T,478.8618027
